              Unnamed: 0 Unnamed: 1 Unnamed: 2 Unnamed: 3 Unnamed: 4 Unnamed: 5 Unnamed: 6 Unnamed: 7 Unnamed: 8 Unnamed: 9 Unnamed: 10        2 Unnamed: 12 Unnamed: 13 Unnamed: 14 Unnamed: 15 Unnamed: 16      Open Unnamed: 18     Daily Unnamed: 20 Unnamed: 21 Unnamed: 22 Unnamed: 23 Unnamed: 24 Unnamed: 25 Unnamed: 26 Unnamed: 27
15           Date/Symbol        UUP        FXE        FXF        FXY        FXA        FXC        FXB       USDU        UDN         CYB      CEW        EUFX         GLD         SLV         BNO         PCX  DX-Y.NYB    EURUSD=X  GBPUSD=X    CHFUSD=X    AUDUSD=X    USDZAR=X    CNYUSD=X    CADUSD=X    RUBUSD=X    NZDUSD=X    JPYUSD=X
270  2015-08-24 00:00:00    24.3226     109.74     100.74      79.91    69.0663    74.1943     150.99    25.8385    21.3907     23.7142  16.3534       42.67       108.7       13.92       17.46        3.19     96.11      1.1248    1.5414     1.03595    0.717412     13.1273    0.156365     0.75815   0.0151357    0.647794  0.00826426
271  2015-08-31 00:00:00    24.3517     109.31      99.63      81.53    66.6877    73.9278      148.8    26.0464    21.3518      23.782  16.1127       42.92      107.49       13.92       17.25        3.18     96.23     1.11259   1.52621      1.0269    0.701902     13.5729    0.157582    0.758265   0.0148941    0.639264  0.00832945
272  2015-09-07 00:00:00     24.061     111.22     100.05      80.46    68.3217    73.9969     151.16    25.8024    21.6242     23.9274   16.209       42.12      106.16       13.95       16.78           3     95.19     1.12909   1.54421     1.02754    0.707114     13.6185    0.157055    0.755624   0.0147744    0.630994  0.00829057
273  2015-09-14 00:00:00    24.0901     110.63      99.98      80.83    69.4013    74.2041     152.11    25.7933    21.6242      24.063  16.3823       42.26      109.21       14.47       16.35        3.09     94.86     1.14009    1.5569     1.03943    0.718907     13.2803    0.157332    0.759013   0.0152911    0.637511  0.00833014
274  2015-09-21 00:00:00    24.3032     109.88      98.82      80.43    67.8301    73.5922     148.71    26.0283    21.4004     23.9855  16.0934       42.56      109.81        14.4       16.59        3.27     96.27     1.11789    1.5227     1.02249    0.701164       13.87    0.156905    0.749681   0.0151332    0.632711   0.0083167
275  2015-09-28 00:00:00    24.2548     109.85      99.62      80.76    67.9361    74.4509     148.89    25.9289    21.4393     24.1986  16.2668        42.6      108.99       14.55       16.49        3.24     95.83     1.11934   1.51391     1.02438     0.70368     13.9193    0.157577    0.754962   0.0152379        0.64  0.00834655
276  2015-10-05 00:00:00    23.9544     111.29     100.66      80.66    70.7334    75.7834     150.01    25.5493    21.6825     24.2567  16.8639       42.08      110.87       15.12       17.82         3.2     94.81     1.12869   1.53513     1.03498    0.726744     13.2992    0.157846     0.76932     0.01618      0.6668  0.00833827
277  2015-10-12 00:00:00    23.8866     111.28     101.57      81.14    70.2221    75.9413     151.25     25.468    21.7409     24.3052  16.8928       42.06      112.49       15.28       17.02        3.09     94.54     1.13682    1.5472     1.05119    0.732923     13.0415    0.157823    0.778028   0.0162978    0.683714  0.00839983
278  2015-10-19 00:00:00    24.5164     107.95      98.79      79.88    69.6914    74.3522     150.15     25.956    21.1767     24.2567  16.6327       43.37       111.5       15.12       16.21        3.17     97.07     1.10809   1.53837     1.02722    0.721188     13.4206     0.15753    0.763009   0.0159981    0.679902  0.00827404
279  2015-10-26 00:00:00     24.468     107.76      97.92      80.35    68.9002    74.9247     151.14    25.9199    21.2156     24.3827  16.6038       43.24       109.3        14.8        16.7        3.15     96.95      1.1009    1.5429     1.01143    0.709019     13.8863     0.15826    0.764818   0.0155787    0.678288  0.00829002
280  2015-11-02 00:00:00      25.03      105.3      96.14      78.66    68.0415     73.681     147.44    26.4169    20.7195     24.1502  16.4594       44.44       104.1       14.08       16.09        3.17     99.16     1.07414   1.50509     1.00487    0.714796     13.8807     0.15743     0.75158   0.0160643    0.652955  0.00811998
281  2015-11-09 00:00:00    24.9622     105.34         96      79.04    68.8799    73.5626     149.14    26.3266    20.7584     24.1792  16.3245       44.37      103.56       13.59       14.79        3.14     98.99     1.07737   1.52351     0.99964    0.713725     14.2984     0.15697    0.750351   0.0150481    0.654151  0.00815003
282  2015-11-16 00:00:00    25.1366     104.25       94.9      78.87    69.9328    73.4244      148.8    26.3356    20.6125     24.1695  16.5364       44.69      103.09        13.5       14.76        3.15     99.57     1.06508    1.5195    0.980883    0.722778     13.9748     0.15676    0.748929   0.0154931    0.656642  0.00813517
283  2015-11-23 00:00:00    25.2141     103.81      93.91      78.94    69.5464    73.2467     147.41    26.4621    20.5152      24.063   16.392          45      101.25       13.46       14.97        3.14    100.02     1.05947   1.50344    0.976915    0.721917     14.2805     0.15643    0.747501   0.0152532    0.653766  0.00814001
284  2015-11-30 00:00:00    24.7878     106.51      96.96      78.71     70.889     73.227     147.96    26.1548    20.9043     24.0049  16.3727       43.82      104.02       13.87       14.32        3.06     98.35      1.0882    1.5113     1.00634    0.732977     14.3488     0.15661    0.748279   0.0147967    0.675174  0.00811998
285  2015-12-07 00:00:00    24.5649     107.62      98.21      80.18    69.5411    71.2924     149.11       26.2    21.1086     23.7239  15.9778        43.3      103.11        13.3       12.54        2.79     97.57     1.09974   1.52191     1.01215     0.72722     15.3976     0.15536    0.726739   0.0151122    0.672857     0.00827
286  2015-12-14 00:00:00    24.8362     106.47      97.38      79.88    69.4638    70.2264      146.1    26.3808     20.846     23.6174   16.103       43.87      102.04       13.43       12.04         2.5      98.7     1.08686   1.48938     1.00563    0.712809     15.2016     0.15423    0.716389   0.0141014    0.672902  0.00825001
287  2015-12-21 00:00:00    24.6909     107.24      97.76      80.54    70.3438    70.7199     146.16    24.6727    20.9919     23.6561  16.2379       43.42      103.05       13.69       12.38        2.49     97.98       1.098    1.4918     1.01426     0.72722     15.2489    0.154624    0.722799   0.0143854    0.684322      0.0083
288  2015-12-28 00:00:00    24.8556      106.4      96.37      80.63    70.5662    70.7397     144.32     26.325    20.8362     23.5496  16.1801       43.74      101.46       13.19       12.24        2.34     98.63      1.0854   1.47371      1.0005    0.728704     15.4606     0.15341    0.721241   0.0136556    0.683293  0.00831179
289  2016-01-04 00:00:00    24.7684     106.88      97.04      82.47     67.462    69.2197     142.22     26.527    20.9043     23.1524  15.8045       43.63      105.68        13.3       10.95         2.2     98.54      1.0941    1.4525     1.00796      0.6943     16.8172     0.15323    0.704682   0.0134057     0.65189  0.00854117
290  2016-01-11 00:00:00    24.8944     106.86      96.29       82.8    66.4711     67.374     139.52    26.6906    20.7681     23.4333  15.6311       43.55      104.08       13.24        9.47         2.2     98.96       1.092   1.42741    0.998303    0.686106     16.8704     0.15259     0.68573   0.0131074     0.64433  0.00854774
291  2016-01-18 00:00:00    25.0591     105.63      94.93      81.55    67.9039    69.1999      139.7    26.8253     20.632     23.5786  15.7274       44.01         105       13.38       10.39        2.18     99.57      1.0799     1.426    0.984136    0.700403      16.407     0.15198    0.706919     0.01279    0.647501  0.00843369
292  2016-01-25 00:00:00    25.0591     105.97      94.17      80.01    68.5816     69.881     139.47    26.7868     20.632     23.5011  15.9008          44      106.95       13.59       11.34         2.2     99.61     1.08259    1.4246    0.976086    0.706864     15.8613     0.15135     0.71543   0.0130634    0.646998  0.00824131
293  2016-02-01 00:00:00    24.3905     109.08      97.22       82.8    68.4751    70.3646     141.81    26.2865    21.1961     23.5689  16.0067       42.62      112.32       14.34        10.8        2.01     97.03      1.1145   1.45121     1.00725    0.708617     16.0065     0.15183    0.720051      0.0129    0.662998  0.00855066
294  2016-02-08 00:00:00    24.1482     110.07       98.7      85.48    68.8598    70.5917        142    26.0267    21.4004      23.782  15.9875       42.21      118.36       14.99       10.37        2.09     95.98      1.1226    1.4518     1.02229    0.711693     15.8661     0.15233    0.722502   0.0125364    0.664011   0.0087974
295  2016-02-15 00:00:00    24.2936     108.88      97.38      85.92    69.3249    71.0753      140.5    26.0267     21.274     23.8111   16.026       42.72      117.58       14.64       10.53        2.09      96.6      1.1124   1.42659     1.00947    0.714286     15.3776     0.15315    0.725058     0.01298    0.662603  0.00888976
296  2016-02-22 00:00:00    24.6521     106.96      96.78      84.99    69.1311    72.4176      135.7    26.2961     20.953     23.7724  15.9682        43.4      117.11       14.02       11.05        2.09     98.15     1.09239   1.38619     1.00331    0.712809       16.16     0.15168    0.737947   0.0133014    0.659196  0.00879817
297  2016-02-29 00:00:00     24.468     107.58      97.02      84.94    72.0289    73.4737      139.2    25.9786    21.1183     24.0339  16.5653       43.18      120.54       14.76       12.08      48.095     97.34      1.0994    1.4215     1.00614    0.741141     15.3032     0.15328    0.749861   0.0136818    0.678979  0.00878711
298  2016-03-07 00:00:00    24.1773     109.01      98.02      85.09    73.3546    73.9574     140.63      25.69    21.3615     24.1308  16.7098       42.48      119.41       14.72       12.54        2.08     96.17     1.11679     1.438      1.0176    0.756315     15.2262     0.15486    0.755293   0.0140552    0.674082  0.00878905
299  2016-03-14 00:00:00    23.8769      110.2      99.28      86.68    73.7717    75.0629     141.64    25.3051    21.6242     24.1889  16.8831        42.1       119.8       15.03       12.84        2.09     94.99      1.1279    1.4468     1.03164    0.759763     15.2794      0.1546    0.766307      0.0146     0.67769  0.00897304
300  2016-03-21 00:00:00    24.1579     109.26      98.71      85.81    73.1508    73.8981     138.42    25.6515     21.381     24.0824  16.7868       42.48      116.33       14.43       12.52        2.09     96.14       1.116   1.41311     1.02218    0.750582     15.4235    0.153221    0.753188   0.0145815     0.66778  0.00881446
301  2016-03-28 00:00:00    23.7703     111.29     100.44      86.67    74.4992    75.1813      139.2    25.2281    21.7214     24.3342  17.0854       41.68      116.93       14.34       11.79        2.09     94.62       1.139   1.42245     1.04319    0.766871     14.6916    0.154593    0.766718     0.01478    0.689703  0.00895079
302  2016-04-04 00:00:00    23.6637     111.39     100.94      89.44    73.3738    75.2306     138.23    25.1511    21.8187     24.2955  16.9602       41.64      118.43       14.62       12.75       46.19     94.24      1.1403   1.41301     1.04893    0.756487     14.9219    0.154899    0.770179     0.01489     0.68171  0.00923267
303  2016-04-11 00:00:00      23.78     110.21      99.46      89.03    75.0052    76.2177     138.91    25.1896     21.702     24.2955  17.0758       41.98      117.92       15.46       13.14        2.12      94.7     1.12999   1.41743     1.03488       0.764     14.6826      0.1545    0.770173   0.0151676    0.688279   0.0092578
304  2016-04-18 00:00:00    23.8866     109.63      98.32      86.73    74.9178    77.1751     140.99    25.2666    21.6144     24.2373  17.0758       42.28      117.89       16.14        13.8        2.04     95.12     1.12341   1.44467     1.02223    0.771081     14.3778     0.15387     0.78906   0.0150015    0.686719  0.00897376
305  2016-04-25 00:00:00    23.3536     111.84     100.33      90.93    73.8885    77.9449     142.91    24.7182    22.0813     24.1889  17.3262       41.84      123.65       16.98        14.5        1.95     93.08      1.1463   1.46028     1.04308    0.761731     14.1769     0.15454    0.796908     0.01546     0.70028  0.00939382
306  2016-05-02 00:00:00    23.5668     111.34      98.94      90.34    71.5676    75.6649     141.13    25.1126    21.8965     24.1695  17.0469       41.63      123.18       16.63       13.86        1.98     93.89      1.1388   1.44308     1.02828    0.737626      14.819     0.15359      0.7733   0.0151575    0.684182  0.00931446
307  2016-05-09 00:00:00    23.7315     110.45      98.69      89.11    70.6926    75.6057     140.42    25.3436    21.7312     23.9855  16.9313       41.93      121.71       16.28       14.63        1.98     94.61      1.1317   1.43493     1.02497    0.727484      15.458     0.15317    0.771659    0.015425    0.676819  0.00920293
308  2016-05-16 00:00:00    23.9253     109.51       97.1      87.76    70.2843    74.4904     141.69    25.5168    21.5366      23.908  16.7002       42.31      119.71       15.69       14.96           2     95.31     1.12217   1.44907     1.00907    0.722804     15.6195    0.152982    0.761673     0.01499     0.67659  0.00908678
309  2016-05-23 00:00:00    24.0222     108.44       96.6      87.65     69.915    75.0036     142.89    25.6226    21.4588     23.9177  16.7579       42.63      115.62       15.39       15.14           2     95.52       1.111   1.46265     1.00536    0.718494     15.7021    0.152595    0.766278     0.01519    0.669389  0.00902772
310  2016-05-30 00:00:00    23.5862     110.87      98.39      90.75    71.6451    75.5169     141.97    25.1896    21.8576     24.0049  16.8831       41.83      118.88       15.61       15.07        1.92     94.03      1.1351   1.43839     1.02436      0.7347      15.115     0.15201    0.771432    0.014912    0.693914  0.00937023
311  2016-06-06 00:00:00    23.7412     109.81      99.67       90.6    71.8048     76.652     139.43    25.2281     21.702     23.9467  17.0083       42.19      121.74       16.49       15.27        1.94      94.6       1.124   1.41888     1.03691    0.737409     15.2261     0.15217    0.782099   0.0155773    0.705119  0.00938932
312  2016-06-13 00:00:00    23.6346     110.06     100.02      92.83    72.0189    75.9018     140.41    25.0742    21.7798     23.8111  16.9698       42.02      123.95        16.6       14.92        1.93     94.21     1.13491    1.4586     1.04188    0.743108     15.0359    0.152013    0.778192     0.01544    0.708918  0.00955584
313  2016-06-20 00:00:00    24.0125     108.05      98.81      94.57    72.6901     75.201      133.3    25.2955    21.4102     23.8886  16.9409       42.72         126       16.89       14.65         1.9     95.45     1.10359    1.3451     1.02817    0.743108     15.2019     0.15172    0.767577   0.0156826    0.709421  0.00979173
314  2016-06-27 00:00:00    23.9932     108.61      98.58      94.24    72.9236    75.6846     129.87    25.1992    21.4393     23.7142  17.3551       42.58      128.41       18.74       15.14         1.8     95.65      1.1131   1.32899     1.02627     0.74638     14.5909     0.15042    0.774209     0.01567    0.717618  0.00975724
315  2016-07-04 00:00:00    24.1579     107.74      97.53      96.26    73.6648    74.9444     126.54    25.3243    21.3031     23.5399  17.2588       42.92      130.52       19.22       13.93        1.78      96.3      1.1044   1.29462     1.01729    0.755915     14.5486     0.14937    0.766307     0.01566    0.729874  0.00993128
316  2016-07-11 00:00:00     24.187     107.89      97.64      91.62     74.025    75.5662     129.26    25.4687    21.2545     23.5883   17.384       42.83      126.84       19.08       14.23        1.84     96.58     1.10531   1.32296     1.01647    0.759013     14.3989    0.149788    0.771653     0.01575    0.707464  0.00948236
317  2016-07-18 00:00:00    24.4292     106.95      97.03      91.03    72.7496    74.3423     128.09    25.5841    21.0308     23.6949   17.201       43.29      126.35       18.67       13.62        1.84     97.47     1.09704   1.31297       1.012    0.747608     14.2884     0.14939    0.761052   0.0155357    0.701066  0.00940504
318  2016-07-25 00:00:00    23.9059     108.96      98.93      94.71    74.0834     74.826     129.35    25.2089     21.488      23.753  17.3069       42.42      128.98       19.35       12.83        1.79     95.53     1.11681   1.32163     1.03152    0.758783     13.8937     0.15055     0.76558     0.01516    0.719011  0.00977211
319  2016-08-01 00:00:00    24.1094     108.03      97.79      94.95      74.21    74.2337     127.76     25.257    21.3323     23.7627  17.3743       42.79      127.55       18.71       13.13        1.85     96.19     1.10895   1.30858     1.01991     0.76118     13.7519    0.149842    0.758432   0.0152184    0.711896  0.00979001
320  2016-08-08 00:00:00    23.9835     108.72      98.34      95.45    74.5892    75.3589     126.15    25.0838    21.4296     23.7627  17.6055       42.43       127.4       18.72       13.95        1.87     95.72     1.11669   1.29099     1.02604    0.765638      13.447    0.150491    0.771403   0.0155374    0.719269  0.00987333
321  2016-08-15 00:00:00    23.6637     110.32      99.82       96.5    74.3359     75.961     127.81    24.8432    21.7117     23.7239  17.7114       41.89      127.97       18.35          15        1.86     94.51     1.12982    1.3056     1.03966    0.760803     13.4837     0.15073    0.775398   0.0156863    0.724953  0.00994491
322  2016-08-22 00:00:00    23.9156     109.01      97.94      94.88    73.7122    75.1221     128.31    25.1704    21.4782     23.6367  17.4321       42.23      126.05       17.72       14.65        1.85     95.57     1.11995   1.31285     1.02277    0.754432     14.2918    0.149725    0.768102   0.0154529    0.722596  0.00981162
323  2016-08-29 00:00:00    24.0222     108.66       97.7      92.86    73.7609    75.1813      129.9    25.2474    21.3907     23.6658  17.3647       42.56      126.57       18.44       13.68         1.8     95.88      1.1162   1.32943     1.02041    0.756487     14.4752    0.149705      0.7699   0.0153379    0.729607  0.00962149
324  2016-09-05 00:00:00    23.8769     109.29      98.18      94.05    73.6646    74.9247     129.65    25.1896    21.4977     23.6271  17.3647       42.31      126.75       18.11        14.1        1.75     95.34     1.12411   1.32732     1.02583    0.754489      14.379    0.149703    0.766102   0.0154917    0.733622    0.009762
325  2016-09-12 00:00:00     24.061     108.58      97.63      94.42    73.0698     73.908     127.09    25.4879    21.3518     23.6852   17.278        42.5      125.06       17.86        13.5         1.8     96.11     1.11585   1.30163     1.02077    0.750188     14.1957    0.149909      0.7573   0.0153748    0.727484   0.0097745
326  2016-09-19 00:00:00    23.9156     109.31      98.78      95.54    74.3081    74.1449     126.63    25.2858     21.488     23.6852  17.5284       42.27      127.65       18.68       13.56         1.8     95.48     1.12392   1.29786     1.03175    0.761615     13.7491    0.150213    0.760179   0.0156185    0.723537  0.00991188
327  2016-09-26 00:00:00    23.9156     109.35      98.53      95.21    74.7079     74.441      126.6    25.2185     21.488     23.6949  17.5284       42.22      125.64        18.2        14.5        1.76     95.46     1.12347   1.29316     1.02871    0.764409     13.7368    0.150646    0.761702   0.0159054    0.726586  0.00984611
328  2016-10-03 00:00:00     24.187     108.97      97.88      93.79    73.9669    73.5132     121.53    25.4687    21.2156     23.5399  17.4225       42.55      119.74        16.6       15.03        1.71     96.52      1.1197   1.24347     1.02282    0.759994     13.7843     0.14977    0.754301   0.0161081    0.717206  0.00970704
329  2016-10-10 00:00:00    24.5746     106.73      96.59       92.6    74.2465    74.2634     118.89    25.7477    20.8654     23.5786  17.4032       43.16      119.36       16.56        15.1        1.74     98.02     1.09678   1.21832     1.00971    0.759647      14.295    0.148566    0.760832   0.0159295    0.709019  0.00961178
330  2016-10-17 00:00:00    24.7102     105.85      96.25      92.96    74.1684    73.2862     119.35    25.7381    20.7584     23.3558  17.4417       43.62      120.83       16.65       15.07        1.67      98.7     1.08826   1.22191     1.00582    0.760225     13.9307    0.147791    0.748699   0.0160552    0.715666  0.00962306
331  2016-10-24 00:00:00     24.623     106.85      96.95       92.2    74.1489    72.9013     119.05    25.7477    20.8168      23.288   17.384       43.28      121.58       16.87       14.52         1.8     98.35     1.09847    1.2216     1.01277    0.759821     13.7766    0.147419    0.745401   0.0158625    0.716589  0.00956343
332  2016-10-31 00:00:00    24.2839     108.35      98.69       93.7    74.9099    72.8223     122.19    25.4879    21.1183     23.3558  17.4225        42.7      124.39       17.46       13.07        1.79     97.07     1.11012   1.24891     1.02634    0.767872     13.5283    0.148028    0.747798   0.0155376    0.732064  0.00959739
333  2016-11-07 00:00:00    24.7974     105.47      96.68      90.37    73.6521    72.0722     122.99    26.2095     20.632     23.1524  16.8446       43.72       117.1       16.47       12.77        1.75     98.99     1.08249   1.25739      1.0106    0.754945     14.2393    0.146949    0.739098     0.01522    0.710985  0.00935708
334  2016-11-14 00:00:00    25.3789     102.94      94.62      87.08    71.6316      72.24     120.58    26.7291    20.1359     22.9102  16.6809       44.76      115.15       15.73       13.41        1.93    101.21     1.05843   1.23244    0.989071    0.732332     14.4234    0.145085    0.740499   0.0154183     0.69979   0.0090112
335  2016-11-21 00:00:00    25.4273     102.97      94.25      85.21    72.5394    72.1906      121.6    26.7291    20.0969     22.9005   16.652       44.73      112.61       15.63       13.59        1.78    101.49     1.06123   1.24813    0.987654    0.744546      14.023    0.144473    0.739601   0.0154128     0.70497   0.0088769
336  2016-11-28 00:00:00    25.2432     103.62       94.5      84.97     72.715    73.4639     124.23    26.6136    20.2623     23.0943   16.729       44.55      112.14       15.83       15.18        1.76    100.77      1.0582   1.26678    0.986388     0.74438     13.9078    0.145233    0.750401   0.0156703    0.710278  0.00881018
337  2016-12-05 00:00:00    25.4273     102.58      93.81       83.7    72.7701    74.0166     122.72    26.7002    20.0872     22.9199  16.8543       44.98       110.4       15.97       15.21        1.82    101.57     1.05474   1.25976     0.98228    0.744823     13.8069    0.144787    0.761499    0.016005    0.712911  0.00866461
338  2016-12-12 00:00:00    25.7471     101.47       92.9      81.82    71.2954    73.0888     121.79    27.0851    19.8051     22.6099  16.7194       45.35      108.05       15.27       15.46        1.65    102.95       1.045   1.24891    0.973994    0.729129      14.005    0.143713    0.748901   0.0160989    0.696379  0.00848961
339  2016-12-19 00:00:00    25.8052     101.52      92.88      82.22    70.1137    72.0524     119.74    27.2006    19.7759     22.6099  16.8446       45.38      107.93       14.91       15.45        1.65    103.01     1.04548   1.22895    0.974564    0.717927     14.0276    0.143982    0.739382   0.0163874    0.688563  0.00852442
340  2016-12-26 00:00:00    25.6405     102.26      93.73      82.52    70.4946     72.615     120.26    26.9119    19.9024     22.5324  16.8446       45.12      109.61       15.11       15.68        1.62    102.39      1.0527    1.2349    0.981653    0.720981     13.7357    0.144013    0.743268   0.0163315    0.693433  0.00856201
341  2017-01-02 00:00:00    25.5921     102.29       93.8      82.39    71.3247    73.6909     119.85    27.0659    19.9218     22.8036  16.9506       45.01      111.75       15.64       15.69        1.71    102.22     1.05319   1.22609    0.982878    0.731208     13.7449    0.144561    0.754899   0.0167884    0.696767  0.00853606
342  2017-01-09 00:00:00    25.3498     103.31      94.59      84.17    73.3436    74.3127     118.92    26.8446    20.1067     23.0264  16.9795        44.6      114.21       15.94       15.36        1.68    101.18     1.06287   1.20393    0.990266    0.749794     13.5261    0.144953    0.761673   0.0167681     0.71316   0.0087545
343  2017-01-16 00:00:00    25.2238     103.86      95.16      84.21    73.8714    73.1875      120.6    26.7483    20.1942     23.2493   17.018       44.42      115.05       16.19       15.32        1.71    100.74     1.07138    1.2387    0.999091    0.757346     13.6069    0.145444    0.751399   0.0167225    0.718969  0.00878657
344  2017-01-23 00:00:00    25.1851     103.82      95.43      83.72    73.8421    74.2535     122.45    26.6425    20.2429     23.2299   17.095        44.4      113.49       16.22       15.23        1.67    100.53      1.0714   1.25919     1.00261    0.755361     13.4682    0.145285    0.761412   0.0167287    0.727267  0.00872083
345  2017-01-30 00:00:00    24.9816     104.64      96.06      85.55    75.1128    74.8654     121.77    26.2673    20.3985     23.3849  17.3454       44.03      116.13       16.57       15.56        1.67     99.87     1.07829   1.24842     1.00771    0.767601     13.2539    0.145514    0.768073   0.0169647     0.73147  0.00887792
346  2017-02-06 00:00:00    25.2238     103.22      94.99      85.05    75.1047    74.5298     121.78    26.4404    20.1942     23.3655  17.3743       44.54       117.6       17.02       15.51        1.78     100.8     1.06195   1.24846    0.995619    0.767012     13.3689    0.145028    0.762218   0.0171755    0.719424  0.00877855
347  2017-02-13 00:00:00    25.2723     102.93      95.03      85.36    75.0656    74.4509     121.05    26.4886     20.165     23.3074  17.3743       44.67      117.68       17.06       15.26        1.77    100.95     1.06267   1.24339    0.998143    0.766801     13.0658    0.145864    0.763301   0.0171477     0.71819  0.00885653
348  2017-02-20 00:00:00    25.3207     102.44      94.57      85.99    75.1536    74.3818     121.49    26.3923    20.1261      23.443  17.4706       44.95       119.7        17.4       15.33        1.76    101.09     1.05528   1.23996    0.991208    0.767048     12.9235    0.144913    0.762398   0.0171341    0.719217  0.00891361
349  2017-02-27 00:00:00    25.3595     102.99      94.39      84.61    74.2733    72.8717     119.93    26.5078    20.0775     23.2977  17.4321       44.95      117.51       16.98       15.19         1.7    101.54     1.06204   1.23001    0.992132    0.759474     12.9989    0.145007    0.747178    0.017186    0.703759  0.00878372
350  2017-03-06 00:00:00    25.3401     103.67      94.29      83.96    73.8793    72.4374     118.68    26.5367    20.1067     23.2977  17.3069        44.5      114.72       16.15       13.98        1.85    101.25       1.069   1.21714    0.990589    0.754375     13.1954    0.145845    0.742843   0.0169296    0.692358  0.00871596
351  2017-03-13 00:00:00    25.0882     104.15      95.39      85.52    75.4454    73.0987     120.81    26.2191    20.2915     23.4042  17.6151       44.21      116.99       16.47       14.07        1.83     100.3      1.0743   1.23845     1.00271    0.770475     12.6989    0.144841    0.749828   0.0174966    0.702859  0.00887516
352  2017-03-20 00:00:00    24.9428     104.65      96.09      86.65    74.6624    72.8618     121.72    25.9882    20.4082     23.4817  17.7499       44.07      118.86       16.81       13.82        1.78     99.63     1.08495   1.25145     1.01209    0.763301      12.399    0.145911    0.750323   0.0175535    0.704558  0.00904552
353  2017-03-27 00:00:00    25.1463     103.41      95.06      86.52    74.8288    73.2763     122.14    26.0941    20.2429     23.4139  17.6633       44.29      118.72       17.25       14.52        1.81    100.35     1.06688   1.25408    0.997805    0.762992     13.3557    0.145345    0.750328   0.0177826    0.700491  0.00898755
354  2017-04-03 00:00:00    25.3401     102.66      94.31      86.59    73.4095     72.694     120.58     26.248    20.0969     23.4624  17.6055       44.62      119.46       17.03       14.94        1.85    101.18      1.0582   1.23752    0.990678    0.750723     13.7577    0.144808    0.745768   0.0174289     0.69417  0.00899078
355  2017-04-10 00:00:00    25.1754     102.89      94.63      88.28    74.1569    73.1283     121.89    26.0941    20.2234     23.3655   17.721       44.74       122.6       17.53       15.09        1.85    100.56     1.06105   1.25351    0.994956    0.758093     13.3927    0.145117    0.751399   0.0177611    0.701479  0.00923165
356  2017-04-17 00:00:00    25.0106     103.71      95.29       88.3    73.8728    72.1412     124.74     26.046    20.3499     23.3946   17.721       44.46      122.31       17.02       14.05        1.82     99.98     1.08739   1.28263     1.00715    0.755572     12.9809     0.14723    0.741592   0.0177222     0.70422  0.00909273
357  2017-04-24 00:00:00    24.7781     105.52      95.57      86.39    73.4026    71.4109     126.19     25.969     20.525     23.4624  17.7114       43.64      120.77        16.3        13.9        1.89     99.05     1.09075   1.29316     1.00584    0.748341     13.3338    0.144674    0.732832   0.0175648    0.687389  0.00898456
358  2017-05-01 00:00:00    24.6618     106.53      96.26      85.61    72.6974    71.3319      126.5    25.9401     20.632     23.3461  17.7307       43.24      117.01        15.5       13.22        1.84     98.65     1.09652   1.29656     1.01023    0.741581     13.4511     0.14525    0.731422   0.0172274    0.690088  0.00887437
359  2017-05-08 00:00:00    24.8168     105.83      94.87      84.96    72.4557    71.0654     125.52    26.0363    20.4958     23.4333   17.827       43.52      116.83       15.57       13.65         1.9     99.25     1.09273   1.28866    0.998931     0.73929     13.3668    0.144883      0.7289   0.0175187    0.686639  0.00882838
360  2017-05-15 00:00:00    24.3129     108.52      97.68      86.56    73.1027    72.1018     126.96    25.5937    20.9043     23.4624   17.904       42.48       119.4       15.94       14.36        1.85     97.15     1.12049   1.30122     1.02787    0.745212     13.2011    0.145902    0.739738   0.0175664    0.693428  0.00898602
361  2017-05-22 00:00:00    24.3905     108.12      97.49      86.52    73.0243     72.388     124.79    25.6226    20.8362     23.6464  17.9618       42.48      120.54        16.4       14.03        1.87      97.4     1.11761   1.28143     1.02566    0.744435     12.8199    0.145836    0.743599   0.0177049    0.705159  0.00898828
362  2017-05-29 00:00:00     24.216     109.22      98.65      87.18    72.9067    72.2005     125.46     25.536    20.9821     23.8111  18.0678       42.17      121.61       16.59       13.37         1.9     96.72     1.12808     1.287     1.03859     0.74287      12.814    0.146783    0.740741   0.0176659     0.71372  0.00905281
363  2017-06-05 00:00:00    24.3711     108.34      97.99      87.27    73.8925    72.3584     124.03    25.5649    20.8654     23.8402  18.0292       42.55      120.54       16.28        12.9        1.91     97.27      1.1202   1.27392     1.03184    0.753012     12.9111    0.147388    0.742898     0.01754     0.72083  0.00906717
364  2017-06-12 00:00:00     24.342     108.41      97.51       86.8    74.8146    73.6514     124.53    25.4398    20.8751     23.7917  18.0678       42.71      119.34       15.79       12.65         1.9     97.16     1.12082   1.27796     1.02776    0.762137      12.793    0.146985     0.75679   0.0173282    0.726438  0.00901274
365  2017-06-19 00:00:00    24.3711     108.36      97.94      86.49    74.3143    73.4046     123.91    25.5168    20.8557     23.8305  17.9522       42.48      119.43       15.79        12.2        1.87      97.3     1.11988   1.27434     1.03167    0.756767     12.9118    0.146323    0.753801   0.0168284    0.728412  0.00898965
