date,value
1995-09-01,89.5403477637322
1995-10-01,88.5608726742474
1995-11-01,88.4792497501237
1995-12-01,88.9689872948661
1996-01-01,89.1322331431135
1996-02-01,89.1322331431135
1996-03-01,89.3771019154847
1996-04-01,90.0300853084746
1996-05-01,89.4587248396084
1996-06-01,88.397626826
1996-07-01,87.0100371158965
1996-08-01,87.173282964144
1996-09-01,86.7651683435254
1996-10-01,86.9284141917728
1996-11-01,84.8062181645558
1996-12-01,84.5613493921847
1997-01-01,83.7451201509473
1997-02-01,83.4186284544524
1997-03-01,82.92889090971
1997-04-01,82.2759075167202
1997-05-01,82.1942845925965
1997-06-01,81.7045470478541
1997-07-01,81.2148095031117
1997-08-01,82.031038744349
1997-09-01,81.7045470478541
1997-10-01,81.133186578988
1997-11-01,80.235334413627
